rank_embed,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,similitud_embed
1053,opcionempleo::jobadar51bdcb601d06ac646f0f3be0d002fb90,opcionempleo,Líder de Supply Chain - Estrategia y Optimización (Benavidez),Nosotros,Supply Chain,Argentina,,https://www.opcionempleo.com.ar/jobad/ar51bdcb601d06ac646f0f3be0d002fb90,0.18737023
1054,linkedin::4398419286,linkedin,Business Process Analyst,Randstad Enterprise,Excel / VBA,Estados Unidos,,https://www.linkedin.com/jobs/view/4398419286,0.1869885
1055,opcionempleo::jobadarf9979e5c369ecf230fa5eab854c1aece,opcionempleo,"Crédito Argentino Villa Allende, Cordoba selecciona Gerente",,Gerente de Operaciones,"Villa Allende, Córdoba",,https://www.opcionempleo.com.ar/jobad/arf9979e5c369ecf230fa5eab854c1aece,0.18684617
1056,workana::desarrollo-de-sistema-de-automatizacion-de-respuestas-por-whatsapp-con-inteligencia-artificial-2,workana,Desarrollo de Sistema de Automatización de Respuestas por Whatsapp con Inteligencia Artificial,Freelancer M. V.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollo-de-sistema-de-automatizacion-de-respuestas-por-whatsapp-con-inteligencia-artificial-2,0.18677573
1057,linkedin::4399471349,linkedin,Full Stack Engineer (Healthcare Data & AI) MS051SG,Coderio | Software Company,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4399471349,0.18668197
1058,bumeran::1118210470,bumeran,Gerente de administración y finanzas,MB Consultora,Finanzas / CAPEX,"Escobar, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/gerente-de-administracion-y-finanzas-mb-consultora-1118210470.html,0.18631697
1059,linkedin::4395146682,linkedin,Industrial Engineer,CareerUS Solutions,Ingeniero Industrial,Estados Unidos,,https://www.linkedin.com/jobs/view/4395146682,0.18622336
1060,opcionempleo::jobadar0f6d32f45c7dedd07bc0fa5245db695e,opcionempleo,CIB Business Support Management - Sr Associate (Buenos Aires),JPMorgan Chase,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar0f6d32f45c7dedd07bc0fa5245db695e,0.18620117
1061,linkedin::4383170657,linkedin,"VP, Controller",MGT,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4383170657,0.18591326
1062,linkedin::4387777051,linkedin,"Senior Vice President, Care Delivery",Wheel,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4387777051,0.1856702
1063,opcionempleo::73363,opcionempleo,Business Development Manager- Senior/Lead/Manager (Argentina),Traze,BI / Analytics,Argentina,,https://www.opcionempleo.com.ar/jobad/ara9b5a06ccd73363b498179718ef04e62,0.18552816
1064,bumeran::1118227502,bumeran,Gerente de Administración y Finanzas,Neo-Biz,Finanzas / CAPEX,"Santa Fe, Santa Fe",Presencial,https://www.bumeran.com.ar/empleos/gerente-de-administracion-y-finanzas-neo-biz-1118227502.html,0.18551221
1065,linkedin::4363901149,linkedin,Data Scientist,MedReview Inc.,Data Scientist,"Nueva York, Nueva York, Estados Unidos",,https://www.linkedin.com/jobs/view/4363901149,0.18512982
1066,linkedin::4385279008,linkedin,Technical Support Engineer ID53664,AgileEngine,Continuous Improvement,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4385279008,0.18474007
1067,opcionempleo::00908,opcionempleo,Operarios De Deposito Con Manejo De Sap Y Excel Villa Soldati,People Employ,Excel / VBA,"Villa Soldati, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arf00908beccebad542fb4b59bf3a70bd3,0.18467334
1068,bumeran::1118034843,bumeran,Analista de Compras Ssr en Villa Ortuza,Adecco - Permanent Talent,Compras / Procurement,CABA,Híbrido,https://www.bumeran.com.ar/empleos/analista-de-compras-ssr-en-villa-ortuza-adecco-permanent-talent-1118034843.html,0.18465364
1069,linkedin::4385751007,linkedin,"Senior Director, Continuous Improvement and Strategic Planning",Independence Pet Group,Continuous Improvement,"Illinois, Estados Unidos",,https://www.linkedin.com/jobs/view/4385751007,0.18449837
1070,linkedin::4377086364,linkedin,VP Corporate Controller,Deltek,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4377086364,0.18434915
1071,linkedin::4390962951,linkedin,Data Scientist,CultureMill Recruiting,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4390962951,0.18430975
1072,linkedin::4388309792,linkedin,ML Quality Assurance Engineer,Derq,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4388309792,0.18401778
1073,opcionempleo::830968,opcionempleo,Analista Jr De Control De Gestión Buenos Aires,Central Puerto,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar9b2359fac830968bb1f6053adc20b3a2,0.1838617
1074,opcionempleo::jobadar3c669c4675d0ab7af95ca31d73e50c1c,opcionempleo,"Personal de Compras, Depósito y Embalaje de (Quilmes)",Matba,Compras / Procurement,"Quilmes, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar3c669c4675d0ab7af95ca31d73e50c1c,0.1836363
1075,bumeran::1118183168,bumeran,Sr. Python Software Engineer,Impacto Talent,Python Developer,Buenos Aires,Remoto,https://www.bumeran.com.ar/empleos/sr.-python-software-engineer-impacto-talent-1118183168.html,0.18358904
1076,linkedin::4372448277,linkedin,"Controller, US",DoiT,Control de Gestión,"Georgia, Estados Unidos",,https://www.linkedin.com/jobs/view/4372448277,0.1834418
1077,bumeran::1118165314,bumeran,Analista Supply Chain,Confidencial,Supply Chain,Apto discapacidad,Híbrido,https://www.bumeran.com.ar/empleos/analista-supply-chain-1118165314.html,0.18297969
1078,linkedin::4338973830,linkedin,Process Engineer (PCBA) - Bilingual (Mandarin/English),BITMAIN,Ingeniero Industrial,Estados Unidos,,https://www.linkedin.com/jobs/view/4338973830,0.18291897
1079,opcionempleo::376454,opcionempleo,(Fluent English) Business Development Specialist (Buenos Aires),SupportYourApp,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar86f376454bbfead1525fbd32cbc1e259,0.182497
1080,linkedin::4400572255,linkedin,Junior Data Analyst,Helic & Co.,Excel / VBA,Estados Unidos,,https://www.linkedin.com/jobs/view/4400572255,0.18210848
1081,opcionempleo::67623,opcionempleo,Analista de Control de Gestión y Costos (La Plata),ADN Recursos Humanos,Control de Gestión,Argentina,,https://www.opcionempleo.com.ar/jobad/ard9006fe841ed67623afe44d0b5a2d3fd,0.18200554
1082,linkedin::4395247352,linkedin,Data Science Analyst,Mayo Clinic,Data Scientist,"Rochester, Minnesota, Estados Unidos",,https://www.linkedin.com/jobs/view/4395247352,0.1818937
1083,workana::desarrollador-shopify-semi-senior-frontend-tracking-y-seo-tecnico,workana,"Desarrollador Shopify Semi Senior (Frontend, Tracking y Seo técnico)",Freelancer V. V.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollador-shopify-semi-senior-frontend-tracking-y-seo-tecnico,0.18154933
1084,opcionempleo::17077712,opcionempleo,Gerente Administrativo y Control del Gestion (Buenos Aires),Paola Vila,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/are17d3a5ae9c19c2cc483f17077712dab,0.18135576
1085,opcionempleo::903328,opcionempleo,Ingeniero/a de Procesos de Servicio S-BOM (Inglés Avanzado),Siemens,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar903328f386927017c66ac4028e4b1d77,0.18135266
1086,opcionempleo::057819,opcionempleo,Vendedores Comerciales de Calle (Gonnet / Ringuelet) / Indeterminado,Manpower,Excel / VBA,"La Plata, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar4fbdef0ee057819efdfbeae98e9bc11e,0.18129414
1087,linkedin::4387500727,linkedin,Supply Chain & Logistics Manager,Edged,Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4387500727,0.18119495
1088,linkedin::4395385385,linkedin,Financial Data Analyst I,InComm Payments,Excel / VBA,"Georgia, Estados Unidos",,https://www.linkedin.com/jobs/view/4395385385,0.18089998
1089,linkedin::4396052757,linkedin,"Sr Director, Integrated Supply Chain Operations",Honeywell,Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4396052757,0.18023399
1090,linkedin::4399264839,linkedin,Senior Full Stack Engineer MS048KA,Coderio | Software Company,Finanzas / CAPEX,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4399264839,0.17975123
1091,bumeran::1118185223,bumeran,"ANALISTA DE CONTROL DE GESTION, con desarrollo en Costos",E + S Consultores,Control de Gestión,Apto discapacidad,Presencial,https://www.bumeran.com.ar/empleos/analista-de-control-de-gestion-con-desarrollo-en-costos-e-s-consultores-1118185223.html,0.17943564
1092,linkedin::4391923752,linkedin,Ops Continuous Improvement Project Manager,"RxBenefits, Inc.",Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4391923752,0.17925441
1093,opcionempleo::82018,opcionempleo,Analista de Planeamiento y Control de Gestión | KPIs (Buenos Aires),Itba,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/are82018f8e191f53ce7738a55f6d9bd71,0.17895575
1094,linkedin::4400568967,linkedin,Inventory Analyst,Bausch + Lomb,Compras / Procurement,Estados Unidos,,https://www.linkedin.com/jobs/view/4400568967,0.17868507
1095,bumeran::1118223167,bumeran,Gerente de Finanzas,Confidencial,Finanzas / CAPEX,CABA,Presencial,https://www.bumeran.com.ar/empleos/gerente-de-finanzas-1118223167.html,0.17863587
1096,opcionempleo::57889,opcionempleo,Startup / High Growth Business Attorney - Assistant (Buenos Aires),JPMorganChase,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar57889ae63e3f36a13609134516ed3028,0.17850924
1097,opcionempleo::jobadar65a5b9f738ba3d0c6e6187b46de29c75,opcionempleo,Business Development Manager (Buenos Aires),Jobs for Humanity,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar65a5b9f738ba3d0c6e6187b46de29c75,0.17847252
1098,opcionempleo::jobadar6a2722a2e56c140d48f2ce2f07ee7da4,opcionempleo,"Analista Contable Senior – Ifrs, Auditorías Y Finanzas",Baufest,Finanzas / CAPEX,"Luján de Cuyo, Mendoza",,https://www.opcionempleo.com.ar/jobad/ar6a2722a2e56c140d48f2ce2f07ee7da4,0.17805164
1099,opcionempleo::jobadarc44ccafd208c70ef278c9386c5871cbc,opcionempleo,"Startup / High Growth Business Attorney - Assistant Vice President, Senior Counsel (Buenos Aires)",JPMorganChase,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc44ccafd208c70ef278c9386c5871cbc,0.17797697
1100,linkedin::4399023683,linkedin,Senior Manager - Continuous Improvement,Domino's,Continuous Improvement,"Ann Arbor, Michigan, Estados Unidos",,https://www.linkedin.com/jobs/view/4399023683,0.17797492
1101,linkedin::4398569815,linkedin,Controller,Confidential Jobs,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4398569815,0.17788653
1102,linkedin::4379503918,linkedin,Business Strategy-Continuous Improvement,Microsoft,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4379503918,0.17678022
1103,workana::desarrollo-de-sistema-de-gestion-de-reservas-para-club-de-padel-con-web-y-bot-de-whatsapp,workana,Desarrollo de Sistema de Gestión de Reservas para Club de Pádel con Web y Bot de Whatsapp,Freelancer L.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollo-de-sistema-de-gestion-de-reservas-para-club-de-padel-con-web-y-bot-de-whatsapp,0.17656037
1104,opcionempleo::05028615087,opcionempleo,Analista Control de Gestión (- Programa Jóvenes (Buenos Aires),Inspired Way,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ard05028615087d1b8dcdecd2213177c0d,0.17627113
1105,opcionempleo::jobadar98e7ddef81f0ab4084ed4826dfa038bc,opcionempleo,Director De Prestaciones De Salud Y Operaciones,Taxia Recruitment,Gerente de Operaciones,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar98e7ddef81f0ab4084ed4826dfa038bc,0.17546168
1106,opcionempleo::137948238,opcionempleo,"Desarrollador Fullstack Sr- Python, React, AWS, PostgreSQL",Cross Border Talents,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar0db3cd2f5105e5f5a137948238b06f30,0.17542876
1107,opcionempleo::1162685,opcionempleo,Assoc. Dir. Business and Market Intelligence (Buenos Aires),Merck,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arbee3245b6a0cf9d9689acd7c1162685c,0.17529564
1108,opcionempleo::82293,opcionempleo,Analista de Control de Gestión de La Planta Procesadora de Aves (Buenos Aires),ADN Recursos Humanos,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar2cb17b7a7d82293ff55c7a2dd166c23e,0.17490041
1109,linkedin::4400650429,linkedin,Cost Analyst - Temporary 6 months,Bausch + Lomb,Finanzas / CAPEX,Estados Unidos,,https://www.linkedin.com/jobs/view/4400650429,0.17456871
1110,workana::desarrollador-web-para-configuracion-de-dominio-cloudflare-y-integracion-de-pasarela-de-pago,workana,Desarrollador Web para Configuración de Dominio Cloudflare y Integración de Pasarela de Pago,Freelancer S.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollador-web-para-configuracion-de-dominio-cloudflare-y-integracion-de-pasarela-de-pago,0.17440075
1111,opcionempleo::981299730,opcionempleo,Analista de Compras Generales (Buenos Aires),Honda,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar9cccfa7bf7d377bd981299730ca223e7,0.17350078
1112,opcionempleo::90998,opcionempleo,Analista de Compras (Buenos Aires),Latorre Seleccion de Personal,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar6e90998a9d6a3e30c724b973e4873d59,0.17333615
1113,linkedin::4375566707,linkedin,Senior Software Engineer,Questrade Financial Group,BI / Analytics,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4375566707,0.17309065
1114,opcionempleo::jobadar148fef0a43a4ea1933ebd94d08bc9569,opcionempleo,Analista de Compras Semi Senior Caba (Buenos Aires),Manage Resources,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar148fef0a43a4ea1933ebd94d08bc9569,0.17278633
1115,linkedin::4375560926,linkedin,"Analyst, Reconciliation",Questrade Financial Group,BI / Analytics,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4375560926,0.17258085
1116,linkedin::4392681665,linkedin,Field Development Trainer,Hy Cite,Finanzas / CAPEX,Estados Unidos,,https://www.linkedin.com/jobs/view/4392681665,0.17249466
1117,linkedin::4398136684,linkedin,Chief Executive Officer,Inno Supps,Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4398136684,0.17209852
1118,opcionempleo::jobadarcc8186b9080b344ae6e96fac743efbab,opcionempleo,Release Manager,Lorvin Technologies Inc,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arcc8186b9080b344ae6e96fac743efbab,0.17150299
1119,bumeran::1118197987,bumeran,Analista de Compras IT,Laboratorios Raffo,Compras / Procurement,"Munro, Buenos Aires",Híbrido,https://www.bumeran.com.ar/empleos/analista-de-compras-it-laboratorios-raffo-1118197987.html,0.17039034
1120,opcionempleo::jobadar4ba5389bd41c9da1c9507bbae7416d79,opcionempleo,Sr. Cro Specialist,Trafilea,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar4ba5389bd41c9da1c9507bbae7416d79,0.17028797
1121,opcionempleo::21324,opcionempleo,Analista De Control De Gestión: Reportes E Indicadores Buenos Aires (Argentina),,Control de Gestión,Argentina,,https://www.opcionempleo.com.ar/jobad/arbf9c6946be95e4d21324aa4e744e8512,0.1702081
1122,opcionempleo::3255631,opcionempleo,Ingeniero/a de producto (Zárate),Adecco,Ingeniero Industrial,"Zárate, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arde423c8eaa3255631bfdb03058a612e2,0.1699118
1123,opcionempleo::7096016938,opcionempleo,"Senior Service Technician, 4 Stroke (Buenos Aires)",Wärtsilä,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar0281ffdfa3711bf7096016938e207065,0.16973089
1124,opcionempleo::jobadar04dd5be6a1ab26e77ca3cca2f173ee9e,opcionempleo,Analista Jr De Control De Gestion San Miguel De Tucumán Argentina,Uniber,Control de Gestión,Argentina,,https://www.opcionempleo.com.ar/jobad/ar04dd5be6a1ab26e77ca3cca2f173ee9e,0.16915591
1125,opcionempleo::14240,opcionempleo,Ingeniero/a Industrial (Buenos Aires),GESTION LABORAL,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/are14240a51925f4a7747157d8dbde599d,0.16905735
1126,linkedin::4340501539,linkedin,Data Scientist (L5) - Content Understanding,Netflix,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4340501539,0.16843581
1127,opcionempleo::38861,opcionempleo,Responsable De Compras Estrategicas Para Agroinsumos Río Cuarto,Vagnola & Cía,Compras / Procurement,"Río Cuarto, Córdoba",,https://www.opcionempleo.com.ar/jobad/ard330fb516b38861e78e85a6eedfab3e4,0.16790047
1128,opcionempleo::8094723658,opcionempleo,Analista de Control de Gestión y Costos (Buenos Aires),ADN Recursos Humanos,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar33b8094723658fdb8e22ccb5977c0929,0.16769184
1129,opcionempleo::911159,opcionempleo,Ingeniero preventa IoT (Buenos Aires),PAVESA ROSANA GLORIA,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar6a911159bb58dcb531a9ec538305c30e,0.16761458
1130,linkedin::4395366204,linkedin,Controller,Exponent Partners,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4395366204,0.16734177
1131,bumeran::1118167529,bumeran,COORDINADOR/A DE COMPRAS,Actualizado ayer,Compras / Procurement,CABA,Presencial,https://www.bumeran.com.ar/empleos/coordinador-a-de-compras-1118167529.html,0.16689083
1132,linkedin::4400269048,linkedin,Chief Executive Officer,Bellevue Talent Partners,Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4400269048,0.16650532
1133,linkedin::4392316174,linkedin,VC Associate,Toyota Research Institute,Excel / VBA,"Los Altos Hills, California, Estados Unidos",,https://www.linkedin.com/jobs/view/4392316174,0.16644858
1134,opcionempleo::350461,opcionempleo,Analista de Control de Gestión de La Planta Procesadora de Aves / Samborombóm Prov. Bs As (Buenos Aires),ADN Recursos Humanos,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/araa350461f335f8d119d73afb644f7b1c,0.16621926
1135,opcionempleo::48120574,opcionempleo,Coordinador de Obras y Servicios - Presencial Mendoza,Randstad,Excel / VBA,"Godoy Cruz, Mendoza",,https://www.opcionempleo.com.ar/jobad/ar48120574bd9ba7ba2dffd73c95924f44,0.16608953
1136,workana::desarrollo-de-sitio-web-inmobiliario-con-integracion-de-resenas-y-crm,workana,Desarrollo de Sitio Web Inmobiliario con Integración de Reseñas y Crm,Freelancer F. M.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollo-de-sitio-web-inmobiliario-con-integracion-de-resenas-y-crm,0.16607636
1137,linkedin::4399855505,linkedin,Data Analyst - Power BI Dashboard Development,Accylerate,Excel / VBA,"Richmond, Virginia, Estados Unidos",,https://www.linkedin.com/jobs/view/4399855505,0.16594416
